parameter_name,module,category,current_value,value_shape,source_file,source_status,is_lut,is_placeholder_like,used_in_python,used_in_model_location,needs_vehicle_calibration,pso_candidate,priority,chinese_description
CHTD_RoofAmbConvCo_M,CHTD,lut_map,"[3, 3, 3, 3, 7.7, 3.8, 3.8]","(7,)",param.xlsx,excel_param,True,False,False,hvac_sim/chtd/thermal.py,False,False,P1,对流换热系数
CHTD_RoofAmbRadCo_M,CHTD,lut_map,"[50, 50, 50, 50, 50, 50, 50]","(7,)",param.xlsx,excel_param,True,False,False,hvac_sim/chtd/thermal.py,False,False,P1,辐射换热系数
CHTD_RoofAreaAtb_P,CHTD,scalar_param,2.400000095,scalar,param.xlsx,excel_param,False,False,True,hvac_sim/chtd/thermal.py,False,False,P1,面积
CHTD_RoofCpAtb_P,CHTD,scalar_param,168.9483032,scalar,param.xlsx,excel_param,False,False,True,hvac_sim/chtd/thermal.py,False,False,P1,比热
CHTD_RoofMassAtb_P,CHTD,scalar_param,0.157994613,scalar,param.xlsx,excel_param,False,False,True,hvac_sim/chtd/thermal.py,False,False,P1,车顶质量
CHTD_RoofSolarRadCo_M,CHTD,lut_map,"[3, 3, 8, 8, 8, 8, 8]","(7,)",param.xlsx,excel_param,True,False,False,hvac_sim/chtd/thermal.py,False,False,P1,太阳辐射吸收/增益系数
CHTD_SdCabinSdConvCo_M,CHTD,lut_map,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]","(7,)",param.xlsx,excel_param,True,False,False,hvac_sim/chtd/thermal.py,False,False,P1,对流换热系数
CHTD_SdCabinSdRadCo_M,CHTD,lut_map,"[45.6, 45.6, 45.6, 45.6, 45.6, 45.6, 45.6]","(7,)",param.xlsx,excel_param,True,False,False,hvac_sim/chtd/thermal.py,False,False,P1,辐射换热系数
CHTD_SdFeetSdConvCo_M,CHTD,lut_map,"[6, 6, 6, 6, 6, 6, 6]","(7,)",param.xlsx,excel_param,True,False,False,hvac_sim/chtd/thermal.py,False,False,P1,对流换热系数
CHTD_SdFeetSdRadCo_M,CHTD,lut_map,"[250, 250, 250, 250, 250, 250, 250]","(7,)",param.xlsx,excel_param,True,False,False,hvac_sim/chtd/thermal.py,False,False,P1,辐射换热系数
CHTD_SdLeakageCo_M,CHTD,lut_map,"[0, 0, 0, 0, 0, 0, 0]","(7,)",param.xlsx,excel_param,True,True,False,hvac_sim/chtd/thermal.py,True,False,P0,漏气换热系数
CHTD_SdRoofConvCo_M,CHTD,lut_map,"[2, 2, 2, 2, 2, 2, 2]","(7,)",param.xlsx,excel_param,True,False,True,hvac_sim/chtd/thermal.py,False,False,P1,对流换热系数
CHTD_SdRoofRadCo_M,CHTD,lut_map,"[1, 1, 1, 1, 1, 1, 1]","(7,)",param.xlsx,excel_param,True,True,False,hvac_sim/chtd/thermal.py,True,False,P0,辐射换热系数
CHTD_SdSolarRadCo_M,CHTD,lut_map,"[80, 80, 80, 120, 120, 80, 80]","(7,)",param.xlsx,excel_param,True,False,False,hvac_sim/chtd/thermal.py,False,False,P1,太阳辐射吸收/增益系数
CHTD_SdSpConvCo_M,CHTD,lut_map,"[0, 0, 0, 0, 0, 0, 0]","(7,)",param.xlsx,excel_param,True,True,False,hvac_sim/chtd/thermal.py,True,False,P0,对流换热系数
CHTD_SdSpRadCo_M,CHTD,lut_map,"[0, 0, 0, 0, 0, 0, 0]","(7,)",param.xlsx,excel_param,True,True,False,hvac_sim/chtd/thermal.py,True,False,P0,辐射换热系数
CHTD_SdTdConvCo_M,CHTD,lut_map,"[2.4, 2.4, 2.4, 2.4, 2.4, 2.4, 2.4]","(7,)",param.xlsx,excel_param,True,False,False,hvac_sim/chtd/thermal.py,False,False,P1,对流换热系数
CHTD_SdTdRadCo_M,CHTD,lut_map,"[900, 900, 900, 900, 900, 900, 900]","(7,)",param.xlsx,excel_param,True,False,False,hvac_sim/chtd/thermal.py,False,False,P1,辐射换热系数
CHTD_SdWinSdConvCo_M,CHTD,lut_map,"[3, 3, 3, 3, 3, 3, 3]","(7,)",param.xlsx,excel_param,True,False,False,hvac_sim/chtd/thermal.py,False,False,P1,对流换热系数
CHTD_SdWinSdRadCo_M,CHTD,lut_map,"[2600, 2600, 2600, 2600, 2600, 2600, 2600]","(7,)",param.xlsx,excel_param,True,False,False,hvac_sim/chtd/thermal.py,False,False,P1,辐射换热系数
CHTD_SdfFeetSdConvCo_M,CHTD,lut_map,"[15, 15, 15, 15, 15, 15, 15]","(7,)",param.xlsx,excel_param,True,False,False,hvac_sim/chtd/thermal.py,False,False,P1,对流换热系数
CHTD_SdfSdConvCo_M,CHTD,lut_map,"[16, 16, 16, 16, 16, 16, 16]","(7,)",param.xlsx,excel_param,True,False,False,hvac_sim/chtd/thermal.py,False,False,P1,对流换热系数
CHTD_SdvSdConvCo_M,CHTD,lut_map,"[40, 40, 40, 40, 40, 40, 40]","(7,)",param.xlsx,excel_param,True,False,False,hvac_sim/chtd/thermal.py,False,False,P1,对流换热系数
CHTD_SpCabinSpConvCo_M,CHTD,lut_map,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]","(7,)",param.xlsx,excel_param,True,False,True,hvac_sim/chtd/thermal.py,False,False,P1,对流换热系数
CHTD_SpCabinSpRadCo_M,CHTD,lut_map,"[45.6, 45.6, 45.6, 45.6, 45.6, 45.6, 45.6]","(7,)",param.xlsx,excel_param,True,False,True,hvac_sim/chtd/thermal.py,False,False,P1,辐射换热系数
CHTD_SpFeetSpConvCo_M,CHTD,lut_map,"[6, 6, 6, 6, 6, 6, 6]","(7,)",param.xlsx,excel_param,True,False,True,hvac_sim/chtd/thermal.py,False,False,P1,对流换热系数
CHTD_SpFeetSpRadCo_M,CHTD,lut_map,"[250, 250, 250, 250, 250, 250, 250]","(7,)",param.xlsx,excel_param,True,False,True,hvac_sim/chtd/thermal.py,False,False,P1,辐射换热系数
CHTD_SpLeakageCo_M,CHTD,lut_map,"[0, 0, 0, 0, 0, 0, 0]","(7,)",param.xlsx,excel_param,True,True,True,hvac_sim/chtd/thermal.py,True,False,P0,漏气换热系数
CHTD_SpRoofConvCo_M,CHTD,lut_map,"[2, 2, 2, 2, 2, 2, 2]","(7,)",param.xlsx,excel_param,True,False,True,hvac_sim/chtd/thermal.py,False,False,P1,对流换热系数
CHTD_SpRoofRadCo_M,CHTD,lut_map,"[1, 1, 1, 1, 1, 1, 1]","(7,)",param.xlsx,excel_param,True,True,True,hvac_sim/chtd/thermal.py,True,False,P0,辐射换热系数
CHTD_SpSolarRadCo_M,CHTD,lut_map,"[80, 80, 80, 120, 120, 80, 80]","(7,)",param.xlsx,excel_param,True,False,True,hvac_sim/chtd/thermal.py,False,False,P1,太阳辐射吸收/增益系数
CHTD_SpTpConvCo_M,CHTD,lut_map,"[2.4, 2.4, 2.4, 2.4, 2.4, 2.4, 2.4]","(7,)",param.xlsx,excel_param,True,False,True,hvac_sim/chtd/thermal.py,False,False,P1,对流换热系数
CHTD_SpTpRadCo_M,CHTD,lut_map,"[900, 900, 900, 900, 900, 900, 900]","(7,)",param.xlsx,excel_param,True,False,True,hvac_sim/chtd/thermal.py,False,False,P1,辐射换热系数
CHTD_SpWinSpConvCo_M,CHTD,lut_map,"[3, 3, 3, 3, 3, 3, 3]","(7,)",param.xlsx,excel_param,True,False,True,hvac_sim/chtd/thermal.py,False,False,P1,对流换热系数
CHTD_SpWinSpRadCo_M,CHTD,lut_map,"[2600, 2600, 2600, 2600, 2600, 2600, 2600]","(7,)",param.xlsx,excel_param,True,False,True,hvac_sim/chtd/thermal.py,False,False,P1,辐射换热系数
CHTD_SpfFeetSpConvCo_M,CHTD,lut_map,"[15, 15, 15, 15, 15, 15, 15]","(7,)",param.xlsx,excel_param,True,False,True,hvac_sim/chtd/thermal.py,False,False,P1,对流换热系数
CHTD_SpfSpConvCo_M,CHTD,lut_map,"[16, 16, 16, 16, 16, 16, 16]","(7,)",param.xlsx,excel_param,True,False,True,hvac_sim/chtd/thermal.py,False,False,P1,对流换热系数
CHTD_SpvSpConvCo_M,CHTD,lut_map,"[40, 40, 40, 40, 40, 40, 40]","(7,)",param.xlsx,excel_param,True,False,True,hvac_sim/chtd/thermal.py,False,False,P1,对流换热系数
CHTD_TdCabinTdConvCo_M,CHTD,lut_map,"[16.2163, 16.2163, 16.2163, 16.2163, 16.2163, 16.2163, 16.2163]","(7,)",param.xlsx,excel_param,True,False,True,hvac_sim/chtd/thermal.py,False,False,P1,对流换热系数
CHTD_TdCabinTdRadCo_M,CHTD,lut_map,"[238.7802, 238.7802, 238.7802, 238.7802, 238.7802, 238.7802, 238.7802]","(7,)",param.xlsx,excel_param,True,False,True,hvac_sim/chtd/thermal.py,False,False,P1,辐射换热系数
CHTD_TdFeetTdConvCo_M,CHTD,lut_map,"[67.5221, 67.5221, 67.5221, 67.5221, 67.5221, 67.5221, 67.5221]","(7,)",param.xlsx,excel_param,True,False,True,hvac_sim/chtd/thermal.py,False,False,P1,对流换热系数
CHTD_TdFeetTdRadCo_M,CHTD,lut_map,"[176.3954, 176.3954, 176.3954, 176.3954, 176.3954, 176.3954, 176.3954]","(7,)",param.xlsx,excel_param,True,False,True,hvac_sim/chtd/thermal.py,False,False,P1,辐射换热系数
CHTD_TdLeakageCo_M,CHTD,lut_map,"[0, 0, 0, 0, 0, 0, 0]","(7,)",param.xlsx,excel_param,True,True,True,hvac_sim/chtd/thermal.py,True,False,P0,漏气换热系数
CHTD_TdRoofConvCo_M,CHTD,lut_map,"[3.306, 3.306, 3.306, 3.306, 3.306, 3.306, 3.306]","(7,)",param.xlsx,excel_param,True,False,True,hvac_sim/chtd/thermal.py,False,False,P1,对流换热系数
CHTD_TdRoofRadCo_M,CHTD,lut_map,"[71.0959, 71.0959, 71.0959, 71.0959, 71.0959, 71.0959, 71.0959]","(7,)",param.xlsx,excel_param,True,False,True,hvac_sim/chtd/thermal.py,False,False,P1,辐射换热系数
CHTD_TdSolarRadCo_M,CHTD,lut_map,"[80, 80, 80, 120, 120, 80, 80]","(7,)",param.xlsx,excel_param,True,False,True,hvac_sim/chtd/thermal.py,False,False,P1,太阳辐射吸收/增益系数
CHTD_TdTpConvCo_M,CHTD,lut_map,"[0, 0, 0, 0, 0, 0, 0]","(7,)",param.xlsx,excel_param,True,True,True,hvac_sim/chtd/thermal.py,True,False,P0,对流换热系数
CHTD_TdTpRadCo_M,CHTD,lut_map,"[0, 0, 0, 0, 0, 0, 0]","(7,)",param.xlsx,excel_param,True,True,True,hvac_sim/chtd/thermal.py,True,False,P0,辐射换热系数
CHTD_TdWinTdConvCo_M,CHTD,lut_map,"[54.4971, 54.4971, 54.4971, 54.4971, 54.4971, 54.4971, 54.4971]","(7,)",param.xlsx,excel_param,True,False,True,hvac_sim/chtd/thermal.py,False,False,P1,对流换热系数
CHTD_TdWinTdRadCo_M,CHTD,lut_map,"[0.0442, 0.0442, 0.0442, 0.0442, 0.0442, 0.0442, 0.0442]","(7,)",param.xlsx,excel_param,True,False,True,hvac_sim/chtd/thermal.py,False,False,P1,辐射换热系数
CHTD_TdfFeetTdConvCo_M,CHTD,lut_map,"[41.6591, 41.6591, 41.6591, 41.6591, 41.6591, 41.6591, 41.6591]","(7,)",param.xlsx,excel_param,True,False,True,hvac_sim/chtd/thermal.py,False,False,P1,对流换热系数
CHTD_TdfTdConvCo_M,CHTD,lut_map,"[33.0432, 33.0432, 33.0432, 33.0432, 33.0432, 33.0432, 33.0432]","(7,)",param.xlsx,excel_param,True,False,True,hvac_sim/chtd/thermal.py,False,False,P1,对流换热系数
CHTD_TdvTdConvCo_M,CHTD,lut_map,"[70, 70, 70, 70, 70, 70, 70]","(7,)",param.xlsx,excel_param,True,False,True,hvac_sim/chtd/thermal.py,False,False,P1,对流换热系数
CHTD_TpCabinTpConvCo_M,CHTD,lut_map,"[16.2163, 16.2163, 16.2163, 16.2163, 16.2163, 16.2163, 16.2163]","(7,)",param.xlsx,excel_param,True,False,True,hvac_sim/chtd/thermal.py,False,False,P1,对流换热系数
CHTD_TpCabinTpRadCo_M,CHTD,lut_map,"[238.7802, 238.7802, 238.7802, 238.7802, 238.7802, 238.7802, 238.7802]","(7,)",param.xlsx,excel_param,True,False,True,hvac_sim/chtd/thermal.py,False,False,P1,辐射换热系数
CHTD_TpFeetTpConvCo_M,CHTD,lut_map,"[67.5221, 67.5221, 67.5221, 67.5221, 67.5221, 67.5221, 67.5221]","(7,)",param.xlsx,excel_param,True,False,True,hvac_sim/chtd/thermal.py,False,False,P1,对流换热系数
CHTD_TpFeetTpRadCo_M,CHTD,lut_map,"[176.3954, 176.3954, 176.3954, 176.3954, 176.3954, 176.3954, 176.3954]","(7,)",param.xlsx,excel_param,True,False,True,hvac_sim/chtd/thermal.py,False,False,P1,辐射换热系数
CHTD_TpLeakageCo_M,CHTD,lut_map,"[0, 0, 0, 0, 0, 0, 0]","(7,)",param.xlsx,excel_param,True,True,True,hvac_sim/chtd/thermal.py,True,False,P0,漏气换热系数
CHTD_TpRoofConvCo_M,CHTD,lut_map,"[3.306, 3.306, 3.306, 3.306, 3.306, 3.306, 3.306]","(7,)",param.xlsx,excel_param,True,False,True,hvac_sim/chtd/thermal.py,False,False,P1,对流换热系数
CHTD_TpRoofRadCo_M,CHTD,lut_map,"[71.0959, 71.0959, 71.0959, 71.0959, 71.0959, 71.0959, 71.0959]","(7,)",param.xlsx,excel_param,True,False,True,hvac_sim/chtd/thermal.py,False,False,P1,辐射换热系数
CHTD_TpSolarRadCo_M,CHTD,lut_map,"[80, 80, 80, 120, 120, 80, 80]","(7,)",param.xlsx,excel_param,True,False,True,hvac_sim/chtd/thermal.py,False,False,P1,太阳辐射吸收/增益系数
CHTD_TpWinTpConvCo_M,CHTD,lut_map,"[54.4971, 54.4971, 54.4971, 54.4971, 54.4971, 54.4971, 54.4971]","(7,)",param.xlsx,excel_param,True,False,True,hvac_sim/chtd/thermal.py,False,False,P1,对流换热系数
CHTD_TpWinTpRadCo_M,CHTD,lut_map,"[0.0442, 0.0442, 0.0442, 0.0442, 0.0442, 0.0442, 0.0442]","(7,)",param.xlsx,excel_param,True,False,True,hvac_sim/chtd/thermal.py,False,False,P1,辐射换热系数
CHTD_TpfFeetTpConvCo_M,CHTD,lut_map,"[41.6591, 41.6591, 41.6591, 41.6591, 41.6591, 41.6591, 41.6591]","(7,)",param.xlsx,excel_param,True,False,True,hvac_sim/chtd/thermal.py,False,False,P1,对流换热系数
CHTD_TpfTpConvCo_M,CHTD,lut_map,"[33.0432, 33.0432, 33.0432, 33.0432, 33.0432, 33.0432, 33.0432]","(7,)",param.xlsx,excel_param,True,False,True,hvac_sim/chtd/thermal.py,False,False,P1,对流换热系数
CHTD_TpvTpConvCo_M,CHTD,lut_map,"[70, 70, 70, 70, 70, 70, 70]","(7,)",param.xlsx,excel_param,True,False,True,hvac_sim/chtd/thermal.py,False,False,P1,对流换热系数
CHTD_WSFdRadCo_M,CHTD,lut_map,"[450, 450, 450, 250, 250, 450, 450]","(7,)",param.xlsx,excel_param,True,False,True,hvac_sim/chtd/thermal.py,False,False,P1,辐射换热系数
CHTD_WSFpRadCo_M,CHTD,lut_map,"[450, 450, 600, 250, 250, 450, 450]","(7,)",param.xlsx,excel_param,True,False,False,hvac_sim/chtd/thermal.py,False,False,P1,辐射换热系数
CHTD_WinFdAmbConvCo_M,CHTD,lut_map,"[12.5, 12.5, 12.5, 12.5, 12.5, 12.5, 12.5]","(7,)",param.xlsx,excel_param,True,False,False,hvac_sim/chtd/thermal.py,False,False,P1,对流换热系数
CHTD_WinFdAmbRadCo_M,CHTD,lut_map,"[750, 750, 750, 750, 750, 750, 750]","(7,)",param.xlsx,excel_param,True,False,False,hvac_sim/chtd/thermal.py,False,False,P1,辐射换热系数
CHTD_WinFdAreaAtb_P,CHTD,scalar_param,0.159999996,scalar,param.xlsx,excel_param,False,False,True,hvac_sim/chtd/thermal.py,False,False,P1,面积
CHTD_WinFdCpAtb_P,CHTD,scalar_param,1654.751953,scalar,param.xlsx,excel_param,False,False,True,hvac_sim/chtd/thermal.py,False,False,P1,比热
CHTD_WinFdMassAtb_P,CHTD,scalar_param,0.79055351,scalar,param.xlsx,excel_param,False,False,True,hvac_sim/chtd/thermal.py,False,False,P1,质量
CHTD_WinFdSolarRadCo_M,CHTD,lut_map,"[15, 15, 15, 15, 15, 15, 15]","(7,)",param.xlsx,excel_param,True,False,True,hvac_sim/chtd/thermal.py,False,False,P1,太阳辐射吸收/增益系数
CHTD_WinFpAmbConvCo_M,CHTD,lut_map,"[12.5, 12.5, 12.5, 12.5, 12.5, 12.5, 12.5]","(7,)",param.xlsx,excel_param,True,False,False,hvac_sim/chtd/thermal.py,False,False,P1,对流换热系数
CHTD_WinFpAmbRadCo_M,CHTD,lut_map,"[750, 750, 750, 750, 750, 750, 750]","(7,)",param.xlsx,excel_param,True,False,False,hvac_sim/chtd/thermal.py,False,False,P1,辐射换热系数
CHTD_WinFpAreaAtb_P,CHTD,scalar_param,0.159999996,scalar,param.xlsx,excel_param,False,False,True,hvac_sim/chtd/thermal.py,False,False,P1,面积
CHTD_WinFpCpAtb_P,CHTD,scalar_param,1654.751953,scalar,param.xlsx,excel_param,False,False,True,hvac_sim/chtd/thermal.py,False,False,P1,比热
CHTD_WinFpMassAtb_P,CHTD,scalar_param,0.79055351,scalar,param.xlsx,excel_param,False,False,True,hvac_sim/chtd/thermal.py,False,False,P1,质量
CHTD_WinFpSolarRadCo_M,CHTD,lut_map,"[15, 15, 15, 15, 15, 15, 15]","(7,)",param.xlsx,excel_param,True,False,False,hvac_sim/chtd/thermal.py,False,False,P1,太阳辐射吸收/增益系数
CHTD_WinSdAmbConvCo_M,CHTD,lut_map,"[10, 10, 10, 10, 10, 10, 10]","(7,)",param.xlsx,excel_param,True,False,False,hvac_sim/chtd/thermal.py,False,False,P1,对流换热系数
CHTD_WinSdAmbRadCo_M,CHTD,lut_map,"[400, 400, 400, 400, 400, 400, 400]","(7,)",param.xlsx,excel_param,True,False,False,hvac_sim/chtd/thermal.py,False,False,P1,辐射换热系数
CHTD_WinSdAreaAtb_P,CHTD,scalar_param,0.333700001,scalar,param.xlsx,excel_param,False,False,True,hvac_sim/chtd/thermal.py,False,False,P1,面积
CHTD_WinSdCpAtb_P,CHTD,scalar_param,1353.746704,scalar,param.xlsx,excel_param,False,False,True,hvac_sim/chtd/thermal.py,False,False,P1,比热
CHTD_WinSdMassAtb_P,CHTD,scalar_param,0.482040852,scalar,param.xlsx,excel_param,False,False,True,hvac_sim/chtd/thermal.py,False,False,P1,质量
CHTD_WinSdSolarRadCo_M,CHTD,lut_map,"[12, 12, 12, 12, 12, 12, 12]","(7,)",param.xlsx,excel_param,True,False,False,hvac_sim/chtd/thermal.py,False,False,P1,太阳辐射吸收/增益系数
CHTD_WinSpAmbConvCo_M,CHTD,lut_map,"[10, 10, 10, 10, 10, 10, 10]","(7,)",param.xlsx,excel_param,True,False,False,hvac_sim/chtd/thermal.py,False,False,P1,对流换热系数
CHTD_WinSpAmbRadCo_M,CHTD,lut_map,"[400, 400, 400, 400, 400, 400, 400]","(7,)",param.xlsx,excel_param,True,False,False,hvac_sim/chtd/thermal.py,False,False,P1,辐射换热系数
CHTD_WinSpAreaAtb_P,CHTD,scalar_param,0.333700001,scalar,param.xlsx,excel_param,False,False,True,hvac_sim/chtd/thermal.py,False,False,P1,面积
CHTD_WinSpCpAtb_P,CHTD,scalar_param,1353.746704,scalar,param.xlsx,excel_param,False,False,True,hvac_sim/chtd/thermal.py,False,False,P1,比热
CHTD_WinSpMassAtb_P,CHTD,scalar_param,0.482040852,scalar,param.xlsx,excel_param,False,False,True,hvac_sim/chtd/thermal.py,False,False,P1,质量
CHTD_WinSpSolarRadCo_M,CHTD,lut_map,"[12, 12, 12, 12, 12, 12, 12]","(7,)",param.xlsx,excel_param,True,False,False,hvac_sim/chtd/thermal.py,False,False,P1,太阳辐射吸收/增益系数
CHTD_WinTdAmbConvCo_M,CHTD,lut_map,"[23.6425, 23.6425, 23.6425, 23.6425, 23.6425, 23.6425, 23.6425]","(7,)",param.xlsx,excel_param,True,False,True,hvac_sim/chtd/thermal.py,False,False,P1,对流换热系数
CHTD_WinTdAmbRadCo_M,CHTD,lut_map,"[281.6715, 281.6715, 281.6715, 281.6715, 281.6715, 281.6715, 281.6715]","(7,)",param.xlsx,excel_param,True,False,True,hvac_sim/chtd/thermal.py,False,False,P1,辐射换热系数
CHTD_WinTdAreaAtb_P,CHTD,scalar_param,0.119999997,scalar,param.xlsx,excel_param,False,False,True,hvac_sim/chtd/thermal.py,False,False,P1,面积
CHTD_WinTdCpAtb_P,CHTD,scalar_param,259.8423462,scalar,param.xlsx,excel_param,False,False,True,hvac_sim/chtd/thermal.py,False,False,P1,比热
CHTD_WinTdMassAtb_P,CHTD,scalar_param,0.107933603,scalar,param.xlsx,excel_param,False,False,True,hvac_sim/chtd/thermal.py,False,False,P1,质量
CHTD_WinTdSolarRadCo_M,CHTD,lut_map,"[2.9222, 2.9222, 2.9222, 2.9222, 2.9222, 2.9222, 2.9222]","(7,)",param.xlsx,excel_param,True,False,True,hvac_sim/chtd/thermal.py,False,False,P1,太阳辐射吸收/增益系数
CHTD_WinTpAmbConvCo_M,CHTD,lut_map,"[23.6425, 23.6425, 23.6425, 23.6425, 23.6425, 23.6425, 23.6425]","(7,)",param.xlsx,excel_param,True,False,True,hvac_sim/chtd/thermal.py,False,False,P1,对流换热系数
CHTD_WinTpAmbRadCo_M,CHTD,lut_map,"[281.6715, 281.6715, 281.6715, 281.6715, 281.6715, 281.6715, 281.6715]","(7,)",param.xlsx,excel_param,True,False,True,hvac_sim/chtd/thermal.py,False,False,P1,辐射换热系数
CHTD_WinTpAreaAtb_P,CHTD,scalar_param,0.119999997,scalar,param.xlsx,excel_param,False,False,True,hvac_sim/chtd/thermal.py,False,False,P1,面积
CHTD_WinTpCpAtb_P,CHTD,scalar_param,259.8423462,scalar,param.xlsx,excel_param,False,False,True,hvac_sim/chtd/thermal.py,False,False,P1,比热
CHTD_WinTpMassAtb_P,CHTD,scalar_param,0.107933603,scalar,param.xlsx,excel_param,False,False,True,hvac_sim/chtd/thermal.py,False,False,P1,质量
CHTD_WinTpSolarRadCo_M,CHTD,lut_map,"[2.9222, 2.9222, 2.9222, 2.9222, 2.9222, 2.9222, 2.9222]","(7,)",param.xlsx,excel_param,True,False,True,hvac_sim/chtd/thermal.py,False,False,P1,太阳辐射吸收/增益系数
CabinFdAreaAtb,CHTD,general,1.0,scalar,python_impl/hvac_sim/chtd/params.py,python_default,False,True,True,hvac_sim/chtd/thermal.py,True,False,P1,面积
CabinFdCpAtb,CHTD,general,1.0,scalar,python_impl/hvac_sim/chtd/params.py,python_default,False,True,True,hvac_sim/chtd/thermal.py,True,False,P1,比热
CabinFdMassAtb,CHTD,general,1.0,scalar,python_impl/hvac_sim/chtd/params.py,python_default,False,True,True,hvac_sim/chtd/thermal.py,True,False,P1,质量
CabinFdUAAtb,CHTD,deprecated_legacy,1.0,scalar,python_impl/hvac_sim/chtd/params.py,python_default,False,True,True,hvac_sim/chtd/thermal.py,True,False,P1,待工程师补充中文含义
CabinFpAreaAtb,CHTD,general,1.0,scalar,python_impl/hvac_sim/chtd/params.py,python_default,False,True,True,hvac_sim/chtd/thermal.py,True,False,P1,面积
CabinFpCpAtb,CHTD,general,1.0,scalar,python_impl/hvac_sim/chtd/params.py,python_default,False,True,True,hvac_sim/chtd/thermal.py,True,False,P1,比热
CabinFpMassAtb,CHTD,general,1.0,scalar,python_impl/hvac_sim/chtd/params.py,python_default,False,True,True,hvac_sim/chtd/thermal.py,True,False,P1,质量
CabinFpUAAtb,CHTD,deprecated_legacy,1.0,scalar,python_impl/hvac_sim/chtd/params.py,python_default,False,True,True,hvac_sim/chtd/thermal.py,True,False,P1,待工程师补充中文含义
CabinFrntAreaAtb,CHTD,general,1.0,scalar,python_impl/hvac_sim/chtd/params.py,python_default,False,True,True,hvac_sim/chtd/thermal.py,True,False,P1,面积
CabinFrntCpAtb,CHTD,general,1.0,scalar,python_impl/hvac_sim/chtd/params.py,python_default,False,True,True,hvac_sim/chtd/thermal.py,True,False,P1,比热
CabinFrntMassAtb,CHTD,general,1.0,scalar,python_impl/hvac_sim/chtd/params.py,python_default,False,True,True,hvac_sim/chtd/thermal.py,True,False,P1,质量
CabinFrntUAAtb,CHTD,deprecated_legacy,1.0,scalar,python_impl/hvac_sim/chtd/params.py,python_default,False,True,True,hvac_sim/chtd/thermal.py,True,False,P1,待工程师补充中文含义
CabinSdAreaAtb,CHTD,general,1.0,scalar,python_impl/hvac_sim/chtd/params.py,python_default,False,True,True,hvac_sim/chtd/thermal.py,True,False,P1,面积
CabinSdCpAtb,CHTD,general,1.0,scalar,python_impl/hvac_sim/chtd/params.py,python_default,False,True,True,hvac_sim/chtd/thermal.py,True,False,P1,比热
CabinSdMassAtb,CHTD,general,1.0,scalar,python_impl/hvac_sim/chtd/params.py,python_default,False,True,True,hvac_sim/chtd/thermal.py,True,False,P1,质量
CabinSdUAAtb,CHTD,deprecated_legacy,1.0,scalar,python_impl/hvac_sim/chtd/params.py,python_default,False,True,True,hvac_sim/chtd/thermal.py,True,False,P1,待工程师补充中文含义
CabinSpAreaAtb,CHTD,general,1.0,scalar,python_impl/hvac_sim/chtd/params.py,python_default,False,True,True,hvac_sim/chtd/thermal.py,True,False,P1,面积
CabinSpCpAtb,CHTD,general,1.0,scalar,python_impl/hvac_sim/chtd/params.py,python_default,False,True,True,hvac_sim/chtd/thermal.py,True,False,P1,比热
CabinSpMassAtb,CHTD,general,1.0,scalar,python_impl/hvac_sim/chtd/params.py,python_default,False,True,True,hvac_sim/chtd/thermal.py,True,False,P1,质量
CabinSpUAAtb,CHTD,deprecated_legacy,1.0,scalar,python_impl/hvac_sim/chtd/params.py,python_default,False,True,True,hvac_sim/chtd/thermal.py,True,False,P1,待工程师补充中文含义
CabinTdAreaAtb,CHTD,general,1.0,scalar,python_impl/hvac_sim/chtd/params.py,python_default,False,True,True,hvac_sim/chtd/thermal.py,True,False,P1,面积
CabinTdCpAtb,CHTD,general,1.0,scalar,python_impl/hvac_sim/chtd/params.py,python_default,False,True,True,hvac_sim/chtd/thermal.py,True,False,P1,比热
CabinTdMassAtb,CHTD,general,1.0,scalar,python_impl/hvac_sim/chtd/params.py,python_default,False,True,True,hvac_sim/chtd/thermal.py,True,False,P1,质量
CabinTdUAAtb,CHTD,deprecated_legacy,1.0,scalar,python_impl/hvac_sim/chtd/params.py,python_default,False,True,True,hvac_sim/chtd/thermal.py,True,False,P1,待工程师补充中文含义
CabinTpAreaAtb,CHTD,general,1.0,scalar,python_impl/hvac_sim/chtd/params.py,python_default,False,True,True,hvac_sim/chtd/thermal.py,True,False,P1,面积
CabinTpCpAtb,CHTD,general,1.0,scalar,python_impl/hvac_sim/chtd/params.py,python_default,False,True,True,hvac_sim/chtd/thermal.py,True,False,P1,比热
CabinTpMassAtb,CHTD,general,1.0,scalar,python_impl/hvac_sim/chtd/params.py,python_default,False,True,True,hvac_sim/chtd/thermal.py,True,False,P1,质量
CabinTpUAAtb,CHTD,deprecated_legacy,1.0,scalar,python_impl/hvac_sim/chtd/params.py,python_default,False,True,True,hvac_sim/chtd/thermal.py,True,False,P1,待工程师补充中文含义
ConsoleAreaAtb,CHTD,general,1.0,scalar,python_impl/hvac_sim/chtd/params.py,python_default,False,True,True,hvac_sim/chtd/thermal.py,True,False,P1,面积
ConsoleCpAtb,CHTD,general,1.0,scalar,python_impl/hvac_sim/chtd/params.py,python_default,False,True,True,hvac_sim/chtd/thermal.py,True,False,P1,比热
